Issue_key,Summary,keyword
HDFS-15149,TestDeadNodeDetection test cases time-out,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'connection', 'connection', 'race', 'race', 'race', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-14027,DFSStripedOutputStream should implement both hsync methods,"['node', 'consistent', 'remote', 'remote', 'remote', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block']"
HDFS-15348,[SBN Read] IllegalStateException happened when doing failover,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-13908,TestDataNodeMultipleRegistrations is flaky,"['node', 'node', 'server', 'server']"
HDFS-14228,Incorrect getSnapshottableDirListing() javadoc,['consistent']
HDFS-14946,Erasure Coding: Block recovery failed during decommissioning,"['node', 'node', 'node', 'node', 'node', 'recovery', 'recovery', 'recovery', 'recovery', 'recovery', 'recovery', 'block', 'block', 'block', 'block', 'block', 'crash', 'server', 'server', 'server']"
HDFS-14207,ZKFC should catch exception when ha configuration missing,"['node', 'node', 'node', 'node', 'node', 'node']"
HDFS-15181,Webhdfs getTrashRoot() causes internal AccessControlException,['node']
HDFS-13799,TestEditLogTailer#testTriggersLogRollsForAllStandbyNN fails due to missing synchronization between rollEditsRpcExecutor and tailerThread shutdown,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'race', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-13485,DataNode WebHDFS endpoint throws NPE,"['node', 'node', 'node', 'node', 'node', 'node', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-14708,TestLargeBlockReport#testBlockReportSucceedsWithLargerLengthLimit fails in trunk,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-16422,Fix thread safety of EC decoding during concurrent preads,"['replica', 'block', 'block']"
HDFS-14025,TestPendingReconstruction.testPendingAndInvalidate fails,"['block', 'block', 'server', 'server']"
HDFS-14831,Downgrade Failed from 3.2.0 to 2.7 because of incompatible stringtable ,['corrupt']
HDFS-13721,NPE in DataNode due to uninitialized DiskBalancer,"['node', 'node', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-15618,Improve datanode shutdown latency,"['node', 'node', 'node', 'block', 'block']"
HDFS-14535,The default 8KB buffer in requestFileDescriptors#BufferedOutputStream is causing lots of heap allocation in HBase when using short-circut read,['block']
HDFS-16031,Possible Resource Leak in org.apache.hadoop.hdfs.server.aliasmap#InMemoryAliasMap,"['server', 'server']"
HDFS-13892,Disk Balancer : Make execute command documentation better.,"['node', 'node', 'node', 'node', 'block', 'server']"
HDFS-15805,Hadoop prints sensitive Cookie information.,['race']
HDFS-13251,Avoid using hard coded datanode data dirs in unit tests,"['node', 'cluster']"
HDFS-15182,TestBlockManager#testOneOfTwoRacksDecommissioned() fail in trunk,"['block', 'block', 'block', 'block', 'server', 'server', 'server', 'server']"
HDFS-14895,Define LOG instead of BlockPlacementPolicy.LOG in DatanodeDescriptor#chooseStorage4Block,"['node', 'node']"
HDFS-14583,FileStatus#toString() will throw IllegalArgumentException,"['replica', 'block']"
HDFS-14647,NPE during secure namenode startup,"['node', 'node', 'node', 'node', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-16540,Data locality is lost when DataNode pod restarts in kubernetes ,"['node', 'node', 'network', 'region', 'restart', 'restart', 'restart']"
HDFS-16268,Balancer stuck when moving striped blocks due to NPE,"['block', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-16042,DatanodeAdminMonitor scan should be delay based,"['node', 'node', 'delay', 'delay']"
HDFS-15458,TestNameNodeRetryCacheMetrics fails intermittently,"['node', 'node', 'node', 'node', 'server', 'server', 'server', 'server']"
HDFS-16563,Namenode WebUI prints sensitive information on Token Expiry,"['node', 'node', 'node']"
HDFS-16236,Example command for daemonlog is not correct,"['node', 'server']"
HDFS-14964,Race between RouterUpdateService and RouterAdmin -setQuota,"['race', 'race', 'restart']"
HDFS-15423,RBF: WebHDFS create shouldn't choose DN from all sub-clusters,"['node', 'node', 'node', 'cluster', 'cluster']"
HDFS-14379,WebHdfsFileSystem.toUrl double encodes characters,"['partition', 'partition', 'partition', 'partition']"
HDFS-16198,Short circuit read leaks Slot objects when InvalidToken exception is thrown,"['cluster', 'block', 'region', 'region', 'server', 'server']"
HDFS-15323,StandbyNode fails transition to active due to insufficient transaction tailing,['crash']
HDFS-15253,Set default throttle value on dfs.image.transfer.bandwidthPerSec,"['node', 'node', 'node', 'replica']"
HDFS-14145,TestBlockStorageMovementAttemptedItems#testNoBlockMovementAttemptFinishedReportAdded fails sporadically in Trunk,"['node', 'node', 'node', 'server', 'server', 'server']"
HDFS-14075,Terminate the namenode when failed to start log segment,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-15211,EC: File write hangs during close in case of Exception during updatePipeline,['block']
HDFS-15281,ZKFC ignores dfs.namenode.rpc-bind-host and uses dfs.namenode.rpc-address to bind to host address,"['node', 'node', 'node', 'node', 'node', 'server']"
HDFS-14049,TestHttpFSServerWebServer fails on Windows because of missing winutils.exe,"['server', 'server']"
HDFS-16207,Remove NN logs stack trace for non-existent xattr query,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'race', 'race', 'server', 'server', 'server']"
HDFS-16001,TestOfflineEditsViewer.testStored() fails reading negative value of FSEditLogOpCodes,"['consistent', 'corrupt']"
HDFS-14677,TestDataNodeHotSwapVolumes#testAddVolumesConcurrently fails intermittently in trunk,"['node', 'node', 'node', 'race', 'server', 'server', 'server']"
HDFS-14043,Tolerate corrupted seen_txid file,"['node', 'node', 'crash', 'corrupt', 'corrupt']"
HDFS-16373,Fix MiniDFSCluster restart in case of multiple namenodes,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'restart', 'restart', 'restart', 'restart', 'restart']"
HDFS-16809,EC striped block is not sufficient when doing in maintenance,"['block', 'block', 'block']"
HDFS-13840,RBW Blocks which are having less GS should be added to Corrupt,"['block', 'block', 'block', 'restart', 'restart']"
HDFS-14549,EditLogTailer shouldn't output full stack trace when interrupted,"['node', 'node', 'node', 'node', 'race', 'race', 'server', 'server', 'server', 'server']"
HDFS-15536,RBF:  Clear Quota in Router was not consistent ,['consistent']
HDFS-16443,Fix edge case where DatanodeAdminDefaultMonitor doubly enqueues a DatanodeDescriptor on exception,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'block', 'block', 'block', 'block', 'block', 'server', 'server', 'server', 'server']"
HDFS-14859,Prevent unnecessary evaluation of costly operation getNumLiveDataNodes when dfs.namenode.safemode.min.datanodes is not zero,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'cluster', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block']"
HDFS-13837,Enable debug log for LeaseRenewer in TestDistributedFileSystem,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'delay', 'delay', 'cluster', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'assign', 'assign', 'assign', 'assign', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'parallel', 'parallel', 'race', 'assign', 'assign', 'assign', 'assign', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-13730,BlockReaderRemote.sendReadResult throws NPE,"['node', 'cluster', 'meta']"
HDFS-13997,"Secondary NN Web UI displays nothing, and the console log shows moment is not defined.",['node']
HDFS-15210,EC : File write hanged when DN is shutdown by admin command.,"['node', 'block', 'race', 'restart']"
HDFS-13638,DataNode Can't replicate block because NameNode thinks the length is 9223372036854775807,"['node', 'cluster', 'replica', 'replica', 'block', 'block', 'server']"
HDFS-15216,Wrong Use Case of -showprogress in fsck ,"['node', 'node', 'node', 'network', 'replica', 'replica', 'replica', 'replica', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'corrupt', 'corrupt', 'corrupt', 'corrupt', 'corrupt']"
HDFS-15161,"When evictableMmapped or evictable size is zero, do not throw NoSuchElementException in ShortCircuitCache#close() ",['replica']
HDFS-14132,Add BlockLocation.isStriped() to determine if block is replicated or Striped,"['replica', 'replica', 'block', 'block', 'block']"
HDFS-16068,WebHdfsFileSystem has a possible connection leak in connection with HttpFS,"['connection', 'connection', 'connection', 'connection', 'connection', 'connection']"
HDFS-14384,"When lastLocatedBlock token expire, it will take 1~3s second to refetch it.","['block', 'block', 'block']"
HDFS-14216,NullPointerException happens in NamenodeWebHdfs,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-15651,Client could not obtain block when DN CommandProcessingThread exit,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'cluster', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'crash', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-15816,Fix shouldAvoidStaleDataNodesForWrite returns when no stale node in cluster.,"['node', 'node', 'cluster', 'cluster']"
HDFS-13231,"Extend visualization for Decommissioning, Maintenance Mode under Datanode tab in the NameNode UI","['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node']"
HDFS-14623,"In NameNode Web UI, for Head the file (first 32K) old data is showing","['node', 'node', 'node']"
HDFS-13863,FsDatasetImpl should log DiskOutOfSpaceException,"['node', 'block']"
HDFS-16885,Fix TestHdfsConfigFields#testCompareConfigurationClassAgainstXml failed,['node']
HDFS-14835,RBF: Secured Router should not run when it can't initialize DelegationTokenSecretManager,['server']
HDFS-14372,NPE while DN is shutting down,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'server', 'server', 'server', 'server', 'server', 'restart']"
HDFS-13663,Should throw exception when incorrect block size is set,"['node', 'node', 'node', 'node', 'replica', 'replica', 'replica', 'replica', 'block', 'block', 'block', 'block', 'server', 'server']"
HDFS-14242,OIV WebImageViewer: NPE when param op is not specified,"['node', 'node', 'node', 'node', 'replica', 'replica', 'block', 'block']"
HDFS-16925,Namenode audit log to only include IP address of client,"['node', 'node']"
HDFS-13758,DatanodeManager should throw exception if it has BlockRecoveryCommand but the block is not under construction,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'cluster', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'corrupt', 'corrupt', 'server', 'server', 'server', 'server', 'server']"
HDFS-13635,Incorrect message when block is not found,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'replica', 'replica', 'block', 'block', 'block', 'block', 'block', 'race', 'server', 'server', 'server', 'server']"
HDFS-15068,DataNode could meet deadlock if invoke refreshVolumes when register,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'consistent', 'block', 'block', 'block']"
HDFS-14913,Correct the value of available count in DFSNetworkTopology#chooseRandomWithStorageType() ,"['node', 'node']"
HDFS-14279,[SBN Read] Race condition in ObserverReadProxyProvider,"['race', 'server', 'server']"
HDFS-15095,Fix accidental comment in flaky test TestDecommissioningStatus,"['node', 'node', 'block', 'block', 'block']"
HDFS-13573,Javadoc for BlockPlacementPolicyDefault is inaccurate,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'block', 'block', 'block']"
HDFS-15246,ArrayIndexOfboundsException in BlockManager CreateLocatedBlock,"['node', 'node', 'node', 'block', 'block', 'server', 'server', 'server', 'server', 'server']"
HDFS-14324,Fix TestDataNodeVolumeFailure,"['node', 'server']"
HDFS-14636,SBN : If you configure the default proxy provider still read Request going to Observer namenode only.,"['node', 'node', 'node', 'cluster', 'server', 'server', 'server', 'server', 'server']"
HDFS-16832,[SBN READ] Fix NPE when check the block location of empty directory,"['node', 'node', 'block', 'block', 'block']"
HDFS-15875,Check whether file is being truncated before truncate,"['node', 'node', 'node', 'node', 'node', 'consistent', 'consistent', 'replica', 'replica', 'replica', 'replica', 'replica', 'recovery', 'recovery', 'recovery', 'recovery', 'recovery', 'block', 'block']"
HDFS-15200,Delete Corrupt Replica Immediately Irrespective of Replicas On Stale Storage ,"['node', 'node', 'node', 'node', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'block', 'block', 'block', 'block', 'block', 'corrupt', 'corrupt', 'corrupt', 'corrupt', 'corrupt', 'corrupt', 'corrupt', 'corrupt']"
HDFS-15622,Deleted blocks linger in the replications queue,"['node', 'node', 'node', 'cluster', 'replica', 'replica', 'block', 'block', 'block', 'block', 'block', 'restart']"
HDFS-13715,diskbalancer does not work if one of the blockpools are empty on a Federated cluster,"['cluster', 'cluster', 'block', 'block']"
HDFS-15660,StorageTypeProto is not compatiable between 3.x and 2.6,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'cluster', 'server']"
HDFS-15187,CORRUPT replica mismatch between namenodes after failover,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'replica', 'replica', 'replica', 'replica', 'replica', 'replica', 'corrupt', 'corrupt', 'corrupt', 'corrupt', 'corrupt', 'corrupt']"
HDFS-14367,EC: Parameter maxPoolSize in striped reconstruct thread pool isn't affecting number of threads,"['node', 'block', 'server']"
HDFS-15148,dfs.namenode.send.qop.enabled should not apply to primary NN port,"['node', 'block', 'connection']"
HDFS-14445,TestTrySendErrorReportWhenNNThrowsIOException fails in trunk,"['node', 'node', 'node', 'node', 'node', 'server', 'server', 'server', 'server']"
HDFS-14598,Findbugs warning caused by HDFS-12487,"['node', 'node', 'node', 'node', 'block', 'block', 'server', 'server', 'server', 'server']"
HDFS-15573,Only log warning if considerLoad and considerStorageType are both true,"['node', 'node']"
HDFS-15538,Fix the documentation for dfs.namenode.replication.max-streams in hdfs-default.xml,"['node', 'node', 'replica', 'replica', 'replica', 'block', 'server']"
HDFS-13642,Creating a file with block size smaller than EC policy's cell size should fail,"['block', 'block', 'block']"
HDFS-16881,Warn if AccessControlEnforcer runs for a long time to check permission,['node']
HDFS-13945,TestDataNodeVolumeFailure is Flaky,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'election', 'election', 'election', 'election', 'race', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-16591,StateStoreZooKeeper fails to initialize,"['server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-15398,EC: hdfs client hangs due to exception during addBlock,"['block', 'block', 'block', 'block', 'block']"
HDFS-15170,EC: Block gets marked as CORRUPT in case of failover and pipeline recovery,"['node', 'node', 'node', 'node', 'recovery', 'recovery', 'block', 'block', 'block', 'corrupt']"
HDFS-14808,EC: Improper size values for corrupt ec block in LOG ,"['block', 'block', 'corrupt', 'corrupt']"
HDFS-13842,RBF: Exceptions are conflicting when creating the same mount entry twice,"['cluster', 'cluster']"
HDFS-16565,DataNode holds a large number of CLOSE_WAIT connections that are not released,"['node', 'connection', 'connection', 'connection']"
HDFS-14127,Add a description about the observer read configuration,"['server', 'server', 'server']"
HDFS-15561,RBF: Fix NullPointException when start dfsrouter,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-14890,Setting permissions on name directory fails on non posix compliant filesystems,"['node', 'node', 'node', 'node', 'node', 'delay', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-15223,FSCK fails if one namenode is not available,"['node', 'node', 'node', 'node']"
HDFS-13835,RBF: Unable to add files after changing the order,['cluster']
HDFS-13529,Fix default trash policy emptier trigger time correctly,"['cluster', 'cluster']"
HDFS-14373,EC : Decoding is failing when block group last incomplete cell fall in to AlignedStripe,['block']
HDFS-15222," Correct the ""hdfs fsck -list-corruptfileblocks"" command output","['block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'corrupt', 'corrupt', 'corrupt', 'corrupt', 'corrupt', 'corrupt', 'corrupt', 'corrupt']"
HDFS-16509,Fix decommission UnsupportedOperationException: Remove unsupported,"['node', 'node', 'node', 'block', 'block']"
HDFS-16764,ObserverNamenode handles addBlock rpc and throws a FileNotFoundException ,"['node', 'server', 'server', 'server', 'server', 'server']"
HDFS-13210,Fix the typo in MiniDFSCluster class ,"['node', 'block']"
HDFS-15809,DeadNodeDetector doesn't remove live nodes from dead node set.,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'cluster']"
HDFS-14836,FileIoProvider should not increase FileIoErrors metric in datanode volume metric,['node']
HDFS-14610,"HashMap is not thread safe. Field storageMap is typically synchronized by storageMap. However, in one place, field storageMap is not protected with synchronized.","['node', 'node', 'node', 'node', 'node', 'node', 'node', 'block', 'block', 'block', 'block', 'block', 'block', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-14629,Property value Hard Coded in DNConf.java,"['delay', 'block', 'block']"
HDFS-14287,DataXceiverServer May Double-Close PeerServer,"['node', 'connection', 'server']"
HDFS-15227,NPE if the last block changes from COMMITTED to COMPLETE during FSCK,"['block', 'block', 'block', 'block']"
HDFS-16736,Link to Boost library in libhdfspp,"['clock', 'clock']"
HDFS-15293,Relax the condition for accepting a fsimage when receiving a checkpoint ,['node']
HDFS-15403,NPE in FileIoProvider#transferToSocketFully,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'block', 'block', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-15627,Audit log deletes before collecting blocks,"['consistent', 'block', 'block', 'block', 'block', 'server']"
HDFS-14582,Failed to start DN with ArithmeticException when NULL checksum used,"['node', 'node', 'node', 'node', 'server', 'server', 'server', 'server']"
HDFS-14631,The DirectoryScanner doesn't fix the wrongly placed replica.,"['replica', 'replica', 'replica', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'meta', 'meta']"
HDFS-14721,RBF: ProxyOpComplete is not accurate in FederationRPCPerformanceMonitor,['remote']
HDFS-14630,Configuration.getTimeDurationHelper() should not log time unit warning in info log.,"['node', 'node', 'restart', 'restart']"
HDFS-16738,Invalid CallerContext caused NullPointerException,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-13668,FSPermissionChecker may throws AIOOE when check inode permission,"['node', 'node', 'node', 'node', 'node', 'node', 'node']"
HDFS-14494,Move Server logging of StatedId inside receiveRequestState(),"['race', 'race', 'server', 'server']"
HDFS-13486,Backport HDFS-11817 (A faulty node can cause a lease leak and NPE on accessing data) to branch-2.7,['node']
HDFS-15779,EC: fix NPE caused by StripedWriter.clearBuffers during reconstruct block,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'block', 'block', 'block', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-15556,Fix NPE in DatanodeDescriptor#updateStorageStats when handle DN Lifeline,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'cluster', 'cluster', 'block', 'block', 'block', 'block', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-14266,EC : Fsck -blockId shows null for EC Blocks if One Block Is Not Available.,"['node', 'block', 'block', 'block', 'block', 'block', 'corrupt']"
HDFS-15791,Possible Resource Leak in FSImageFormatProtobuf,"['node', 'node', 'node', 'server', 'server', 'server']"
HDFS-13949,Correct the description of dfs.datanode.disk.check.timeout in hdfs-default.xml,"['node', 'node', 'node']"
HDFS-16706,ViewFS doc points to wrong mount table name,"['cluster', 'cluster', 'cluster', 'cluster']"
HDFS-15118,[SBN Read] Slow clients when Observer reads are enabled but there are no Observers on the cluster.,"['cluster', 'cluster', 'server', 'server', 'server', 'server', 'server']"
HDFS-14849,Erasure Coding: the internal block is replicated many times when datanode is decommissioning,"['node', 'node', 'node', 'node', 'node', 'cluster', 'replica', 'replica', 'block', 'block']"
HDFS-15191,EOF when reading legacy buffer in BlockTokenIdentifier,"['cluster', 'remote', 'block', 'block', 'block', 'block', 'block']"
HDFS-14541," When evictableMmapped or evictable size is zero, do not throw NoSuchElementException","['replica', 'replica', 'replica', 'replica', 'replica', 'block', 'race', 'race', 'race']"
HDFS-14418,Remove redundant super user priveledge checks from namenode.,"['node', 'node']"
HDFS-14941,Potential editlog race condition can cause corrupted file,"['node', 'node', 'node', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'corrupt', 'corrupt', 'corrupt', 'race', 'race']"
HDFS-16895,NamenodeHeartbeatService should use credentials of logged in user,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'server', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-13540,DFSStripedInputStream should only allocate new buffers when reading,['race']
HDFS-14272,[SBN read] ObserverReadProxyProvider should sync with active txnID on startup,"['cluster', 'server', 'server', 'server', 'server']"
HDFS-15165,In Du missed calling getAttributesProvider,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node']"
HDFS-14350,dfs.datanode.ec.reconstruction.threads not take effect,"['node', 'node', 'block']"
HDFS-13774,"EC: ""hdfs ec -getPolicy"" is not retrieving policy details when the special REPLICATION policy set on the directory",['replica']
HDFS-13888,RequestHedgingProxyProvider shows InterruptedException,"['node', 'node', 'node', 'race', 'server', 'server']"
HDFS-14309,name node fail over failed with ssh fence failed because of jsch login failed with key check,"['node', 'node']"
HDFS-16593,Correct inaccurate BlocksRemoved metric on DataNode side,"['node', 'node', 'block', 'block']"
HDFS-14021,TestReconstructStripedBlocksWithRackAwareness#testReconstructForNotEnoughRacks fails intermittently,"['block', 'server']"
HDFS-16547,[SBN read] Namenode in safe mode should not be transfered to observer state,"['node', 'node', 'node', 'node', 'node', 'server', 'server', 'server', 'server']"
HDFS-16566,Erasure Coding: Recovery may cause excess replicas when busy DN exsits,"['replica', 'replica', 'recovery', 'recovery', 'block', 'block', 'block']"
HDFS-13999,Bogus missing block warning if the file is under construction when NN starts,"['recovery', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'block', 'corrupt', 'restart']"
HDFS-14140,JournalNodeSyncer authentication is failing in secure cluster,"['cluster', 'cluster', 'cluster', 'server', 'server', 'server', 'server', 'server', 'server', 'server']"
HDFS-13683,HDFS StoragePolicy commands should work with Federation,"['cluster', 'cluster', 'cluster']"
HDFS-14477,No enum constant Operation.GET_BLOCK_LOCATIONS ,"['cluster', 'cluster', 'cluster', 'partition', 'partition', 'partition', 'partition', 'partition', 'partition']"
HDFS-16871,DiskBalancer process may throws IllegalArgumentException when the target DataNode has capital letter in hostname,"['node', 'node']"
HDFS-15014,RBF: WebHdfs chooseDatanode shouldn't call getDatanodeReport ,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'cluster', 'remote', 'server']"
HDFS-15372,Files in snapshots no longer see attribute provider permissions,"['node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'node', 'cluster']"
HDFS-15218,RBF: MountTableRefresherService failed to refresh other router MountTableEntries in secure mode.,['server']
HDFS-15628,HttpFS server throws NPE if a file is a symlink,"['cluster', 'server']"
HDFS-13539,DFSStripedInputStream NPE when reportCheckSumFailure,"['assign', 'assign']"
